hodnota,rok,orp,okres,kraj,typHodnoty,pohlavi,vekovaSkupina
895.4885513489,2016,6103,,,1,2,0
108.03997479067,2016,6104,,,1,2,0
4207.8766376628,2016,6105,,,1,2,0
0,2016,6106,,,1,2,0
523.4819024828,2016,6107,,,1,2,0
775.03358478867,2016,6108,,,1,2,0
125.31328320802,2016,6109,,,1,2,0
318.03524890675,2016,6110,,,1,2,0
161.04680422748,2016,6111,,,1,2,0
153.04560759106,2016,6112,,,1,2,0
344.22955644314,2016,6113,,,1,2,0
1153.6968217871,2016,6114,,,1,2,0
471.34935304991,2016,6115,,,1,2,0
682.02380123878,2016,6201,,,1,2,0
512.23241590214,2016,6202,,,1,2,0
1465.0438488648,2016,6203,,,1,2,0
2235.4937667254,2016,6204,,,1,2,0
0,2016,6205,,,1,2,0
1673.2347050843,2016,6206,,,1,2,0
683.97931379636,2016,6207,,,1,2,0
815.82200247219,2016,6208,,,1,2,0
52.015604681404,2016,6209,,,1,2,0
0,2016,6210,,,1,2,0
187.72848532754,2016,6211,,,1,2,0
0,2016,6212,,,1,2,0
57.061340941512,2016,6213,,,1,2,0
7.6887590342919,2016,6214,,,1,2,0
1021.2838997597,2016,6215,,,1,2,0
0,2016,6216,,,1,2,0
12.827913539863,2016,6217,,,1,2,0
355.78013818707,2016,6218,,,1,2,0
572.9463099981,2016,6219,,,1,2,0
479.3056545113,2016,6220,,,1,2,0
519.36942441647,2016,6221,,,1,2,0
399.97714416319,2016,7101,,,1,2,0
213.17632727642,2016,7102,,,1,2,0
0,2016,7103,,,1,2,0
194.19989642672,2016,7104,,,1,2,0
336.44545378081,2016,7105,,,1,2,0
0,2016,7106,,,1,2,0
793.36969611107,2016,7107,,,1,2,0
1100.2323595416,2016,7108,,,1,2,0
1615.1161391262,2016,7109,,,1,2,0
571.09750041384,2016,7110,,,1,2,0
3543.6060410046,2016,7111,,,1,2,0
606.70007913479,2016,7112,,,1,2,0
363.95656002348,2016,7113,,,1,2,0
278.16411682893,2016,7201,,,1,2,0
0,2016,7202,,,1,2,0
1209.0637506341,2016,7203,,,1,2,0
469.97389033943,2016,7204,,,1,2,0
450.75887253224,2016,7205,,,1,2,0
273.55962483251,2016,7206,,,1,2,0
656.94219340897,2016,7207,,,1,2,0
0,2016,7208,,,1,2,0
2008.7938615398,2016,7209,,,1,2,0
165.71185076464,2016,7210,,,1,2,0
175.91180954615,2016,7211,,,1,2,0
402.48047224375,2016,7212,,,1,2,0
458.09859841322,2016,7213,,,1,2,0
92.556883918241,2016,8101,,,1,2,0
169.9683507209,2016,8102,,,1,2,0
448.04779176445,2016,8103,,,1,2,0
52.164840897235,2016,8104,,,1,2,0
0,2016,8105,,,1,2,0
440.71576488079,2016,8106,,,1,2,0
822.18281476705,2016,8107,,,1,2,0
140.86987145624,2016,8108,,,1,2,0
111.33701229548,2016,8109,,,1,2,0
924.63363572924,2016,8110,,,1,2,0
201.27977889266,2016,8111,,,1,2,0
77.089857865575,2016,8112,,,1,2,0
978.56477166822,2016,8113,,,1,2,0
276.04242336191,2016,8114,,,1,2,0
116.68611435239,2016,8115,,,1,2,0
185.52875695733,2016,8116,,,1,2,0
84.610503240198,2016,8117,,,1,2,0
669.99065129324,2016,8118,,,1,2,0
556.68866226755,2016,8119,,,1,2,0
38.397542557276,2016,8120,,,1,2,0
293.80150483698,2016,8121,,,1,2,0
416.35687732342,2016,8122,,,1,2,0
951.65628918348,2016,,,CZ010,1,2,1
389.67802180042,2016,,,CZ020,1,2,1
425.20374346041,2016,,,CZ031,1,2,1
544.61372332684,2016,,,CZ032,1,2,1
926.09828741623,2016,,,CZ041,1,2,1
528.30188679245,2016,,,CZ042,1,2,1
1811.5729612476,2016,,,CZ051,1,2,1
1009.284436932,2016,,,CZ052,1,2,1
587.75005155702,2016,,,CZ053,1,2,1
1864.7273502224,2016,,,CZ063,1,2,1
881.54207463042,2016,,,CZ064,1,2,1
1423.1700582013,2016,,,CZ071,1,2,1
397.39538446806,2016,,,CZ072,1,2,1
301.62833945662,2016,,,CZ080,1,2,1
769.3331024079,2016,,,CZ000,1,2,1
951.65628918348,2016,1000,,,1,2,1
144.32989690722,2016,2101,,,1,2,1
0,2016,2102,,,1,2,1
48.044585375228,2016,2103,,,1,2,1
2479.7843665768,2016,2104,,,1,2,1
0,2016,2105,,,1,2,1
529.66101694915,2016,2106,,,1,2,1
888.39533592449,2016,2107,,,1,2,1
4607.6642335766,2016,2108,,,1,2,1
417.60032593196,2016,2109,,,1,2,1
500.08065817067,2016,2110,,,1,2,1
0,2016,2111,,,1,2,1
0,2016,2112,,,1,2,1
698.21567106284,2016,2113,,,1,2,1
906.69786487277,2016,2114,,,1,2,1
35.23608174771,2016,2115,,,1,2,1
0,2016,2116,,,1,2,1
157.97788309637,2016,2117,,,1,2,1
253.72660957818,2016,2118,,,1,2,1
2238.8059701493,2016,2119,,,1,2,1
432.30497150717,2016,2120,,,1,2,1
319.96062023136,2016,2121,,,1,2,1
30.30303030303,2016,2122,,,1,2,1
788.43626806833,2016,2123,,,1,2,1
248.06201550388,2016,2124,,,1,2,1
268.24034334764,2016,2125,,,1,2,1
0,2016,2126,,,1,2,1
438.59649122807,2016,3101,,,1,2,1
323.70316419843,2016,3102,,,1,2,1
2064.0143583608,2016,3103,,,1,2,1
0,2016,3104,,,1,2,1
56.834327934072,2016,3105,,,1,2,1
0,2016,3106,,,1,2,1
727.56669361358,2016,3107,,,1,2,1
0,2016,3108,,,1,2,1
1531.2131919906,2016,3109,,,1,2,1
125.15644555695,2016,3110,,,1,2,1
639.53488372093,2016,3111,,,1,2,1
168.74789065137,2016,3112,,,1,2,1
0,2016,3113,,,1,2,1
168.82386043894,2016,3114,,,1,2,1
373.4827264239,2016,3115,,,1,2,1
0,2016,3116,,,1,2,1
0,2016,3117,,,1,2,1
0,2016,3201,,,1,2,1
258.48142164782,2016,3202,,,1,2,1
0,2016,3203,,,1,2,1
0,2016,3204,,,1,2,1
81.10300081103,2016,3205,,,1,2,1
0,2016,3206,,,1,2,1
0,2016,3207,,,1,2,1
0,2016,3208,,,1,2,1
965.33567354103,2016,3209,,,1,2,1
0,2016,3210,,,1,2,1
2144.535840188,2016,3211,,,1,2,1
288.01843317972,2016,3212,,,1,2,1
244.2996742671,2016,3213,,,1,2,1
293.42723004695,2016,3214,,,1,2,1
107.52688172043,2016,3215,,,1,2,1
0,2016,4101,,,1,2,1
3301.0217448258,2016,4102,,,1,2,1
247.40227610094,2016,4103,,,1,2,1
1242.2360248447,2016,4104,,,1,2,1
2141.0579345088,2016,4105,,,1,2,1
94.562647754137,2016,4106,,,1,2,1
179.3400286944,2016,4107,,,1,2,1
60.790273556231,2016,4201,,,1,2,1
245.09803921569,2016,4202,,,1,2,1
220.09118063198,2016,4203,,,1,2,1
184.44512757455,2016,4204,,,1,2,1
197.06590759799,2016,4205,,,1,2,1
1130.3426351113,2016,4206,,,1,2,1
1446.2809917355,2016,4207,,,1,2,1
351.40562248996,2016,4208,,,1,2,1
35.229874933944,2016,4209,,,1,2,1
0,2016,4210,,,1,2,1
0,2016,4211,,,1,2,1
917.08062667176,2016,4212,,,1,2,1
363.31746429466,2016,4213,,,1,2,1
1442.7600627287,2016,4214,,,1,2,1
0,2016,4215,,,1,2,1
450.65344749887,2016,4216,,,1,2,1
3102.5473546702,2016,5101,,,1,2,1
301.50753768844,2016,5102,,,1,2,1
421.05263157895,2016,5103,,,1,2,1
370.37037037037,2016,5104,,,1,2,1
3244.0917415191,2016,5105,,,1,2,1
0,2016,5106,,,1,2,1
313.97174254317,2016,5107,,,1,2,1
272.66530334015,2016,5108,,,1,2,1
370.98103874691,2016,5109,,,1,2,1
757.57575757576,2016,5110,,,1,2,1
0,2016,5201,,,1,2,1
1254.7051442911,2016,5202,,,1,2,1
738.78627968338,2016,5203,,,1,2,1
2997.0760233918,2016,5204,,,1,2,1
1217.1327696739,2016,5205,,,1,2,1
1193.6339522546,2016,5206,,,1,2,1
1561.144839549,2016,5207,,,1,2,1
51.840331778123,2016,5208,,,1,2,1
89.605734767025,2016,5209,,,1,2,1
933.60995850622,2016,5210,,,1,2,1
0,2016,5211,,,1,2,1
1190.4761904762,2016,5212,,,1,2,1
1672.5009723843,2016,5213,,,1,2,1
85.543199315654,2016,5214,,,1,2,1
2670.349907919,2016,5215,,,1,2,1
0,2016,5301,,,1,2,1
896.55172413793,2016,5302,,,1,2,1
0,2016,5303,,,1,2,1
228.57142857143,2016,5304,,,1,2,1
0,2016,5305,,,1,2,1
0,2016,5306,,,1,2,1
339.80582524272,2016,5307,,,1,2,1
2090.0321543408,2016,5308,,,1,2,1
706.8256145163,2016,5309,,,1,2,1
131.66556945359,2016,5310,,,1,2,1
496.96300386527,2016,5311,,,1,2,1
718.84984025559,2016,5312,,,1,2,1
0,2016,5313,,,1,2,1
1952.9693104823,2016,5314,,,1,2,1
438.98156277436,2016,5315,,,1,2,1
140.64697609001,2016,6101,,,1,2,1
501.37879167711,2016,6102,,,1,2,1
964.63022508039,2016,6103,,,1,2,1
0,2016,6104,,,1,2,1
7708.0928562268,2016,6105,,,1,2,1
0,2016,6106,,,1,2,1
0,2016,6107,,,1,2,1
334.00133600534,2016,6108,,,1,2,1
0,2016,6109,,,1,2,1
346.3476070529,2016,6110,,,1,2,1
0,2016,6111,,,1,2,1
0,2016,6112,,,1,2,1
107.93308148948,2016,6113,,,1,2,1
1097.6948408342,2016,6114,,,1,2,1
408.80503144654,2016,6115,,,1,2,1
343.4852301351,2016,6201,,,1,2,1
435.45081967213,2016,6202,,,1,2,1
2139.8785573195,2016,6203,,,1,2,1
865.69957884885,2016,6204,,,1,2,1
0,2016,6205,,,1,2,1
1271.2880786759,2016,6206,,,1,2,1
308.76109610189,2016,6207,,,1,2,1
491.26637554585,2016,6208,,,1,2,1
0,2016,6209,,,1,2,1
0,2016,6210,,,1,2,1
342.23134839151,2016,6211,,,1,2,1
0,2016,6212,,,1,2,1
0,2016,6213,,,1,2,1
0,2016,6214,,,1,2,1
301.81086519115,2016,6215,,,1,2,1
0,2016,6216,,,1,2,1
0,2016,6217,,,1,2,1
677.02110712863,2016,6218,,,1,2,1
309.11901081917,2016,6219,,,1,2,1
116.27906976744,2016,6220,,,1,2,1
182.2821728035,2016,6221,,,1,2,1
0,2016,7101,,,1,2,1
363.90101892285,2016,7102,,,1,2,1
0,2016,7103,,,1,2,1
265.01766784452,2016,7104,,,1,2,1
173.21016166282,2016,7105,,,1,2,1
0,2016,7106,,,1,2,1
1625.5736174846,2016,7107,,,1,2,1
401.8215912135,2016,7108,,,1,2,1
2560.4297224709,2016,7109,,,1,2,1
381.67938931298,2016,7110,,,1,2,1
4770.2834799609,2016,7111,,,1,2,1
962.15522771007,2016,7112,,,1,2,1
236.49980291683,2016,7113,,,1,2,1
193.05019305019,2016,7201,,,1,2,1
0,2016,7202,,,1,2,1
931.55123531794,2016,7203,,,1,2,1
472.81323877069,2016,7204,,,1,2,1
830.90984628168,2016,7205,,,1,2,1
119.5219123506,2016,7206,,,1,2,1
108.09141445337,2016,7207,,,1,2,1
0,2016,7208,,,1,2,1
2108.4337349398,2016,7209,,,1,2,1
64.724919093851,2016,7210,,,1,2,1
228.83295194508,2016,7211,,,1,2,1
271.56883225402,2016,7212,,,1,2,1
404.74528960223,2016,7213,,,1,2,1
154.63917525773,2016,8101,,,1,2,1
127.60527435134,2016,8102,,,1,2,1
486.89138576779,2016,8103,,,1,2,1
0,2016,8104,,,1,2,1
0,2016,8105,,,1,2,1
288.39221341024,2016,8106,,,1,2,1
758.39653304442,2016,8107,,,1,2,1
182.08905810296,2016,8108,,,1,2,1
0,2016,8109,,,1,2,1
219.65952773202,2016,8110,,,1,2,1
162.94227188082,2016,8111,,,1,2,1
32.679738562092,2016,8112,,,1,2,1
0,2016,8113,,,1,2,1
317.12473572939,2016,8114,,,1,2,1
26.06882168926,2016,8115,,,1,2,1
0,2016,8116,,,1,2,1
26.483050847458,2016,8117,,,1,2,1
667.90352504638,2016,8118,,,1,2,1
615.09546794242,2016,8119,,,1,2,1
0,2016,8120,,,1,2,1
173.52503718394,2016,8121,,,1,2,1
499.00199600798,2016,8122,,,1,2,1
1155.1942261028,2017,1000,,,1,2,1
142.10312626878,2017,2101,,,1,2,1
0,2017,2102,,,1,2,1
27.705947543406,2017,2103,,,1,2,1
3968.6684073107,2017,2104,,,1,2,1
0,2017,2105,,,1,2,1
1396.0703205791,2017,2106,,,1,2,1
922.40911557244,2017,2107,,,1,2,1
4181.654676259,2017,2108,,,1,2,1
360.50470658922,2017,2109,,,1,2,1
474.53337551408,2017,2110,,,1,2,1
0,2017,2111,,,1,2,1
0,2017,2112,,,1,2,1
644.42759666414,2017,2113,,,1,2,1
1263.2787826586,2017,2114,,,1,2,1
34.690101757632,2017,2115,,,1,2,1
0,2017,2116,,,1,2,1
0,2017,2117,,,1,2,1
501.56739811912,2017,2118,,,1,2,1
0,2017,2119,,,1,2,1
351.01404056162,2017,2120,,,1,2,1
532.17223028544,2017,2121,,,1,2,1
0,2017,2122,,,1,2,1
460.22353714661,2017,2123,,,1,2,1
400,2017,2124,,,1,2,1
526.87038988409,2017,2125,,,1,2,1
0,2017,2126,,,1,2,1
0,2017,3101,,,1,2,1
283.95646000947,2017,3102,,,1,2,1
60.024009603842,2017,3103,,,1,2,1
0,2017,3104,,,1,2,1
85.445741953859,2017,3105,,,1,2,1
0,2017,3106,,,1,2,1
885.66827697262,2017,3107,,,1,2,1
25.536261491318,2017,3108,,,1,2,1
9219.3016869361,2017,3109,,,1,2,1
501.56739811912,2017,3110,,,1,2,1
518.58254105445,2017,3111,,,1,2,1
653.81391450126,2017,3112,,,1,2,1
0,2017,3113,,,1,2,1
0,2017,3114,,,1,2,1
749.06367041199,2017,3115,,,1,2,1
0,2017,3116,,,1,2,1
807.38177623991,2017,3117,,,1,2,1
0,2017,3201,,,1,2,1
385.48024413749,2017,3202,,,1,2,1
0,2017,3203,,,1,2,1
0,2017,3204,,,1,2,1
161.76867080075,2017,3205,,,1,2,1
0,2017,3206,,,1,2,1
0,2017,3207,,,1,2,1
0,2017,3208,,,1,2,1
1497.7784147915,2017,3209,,,1,2,1
0,2017,3210,,,1,2,1
256.48332858364,2017,3211,,,1,2,1
227.01475595914,2017,3212,,,1,2,1
321.02728731942,2017,3213,,,1,2,1
58.411214953271,2017,3214,,,1,2,1
142.14641080313,2017,3215,,,1,2,1
0,2017,4101,,,1,2,1
1260.1732738252,2017,4102,,,1,2,1
1005.439261579,2017,4103,,,1,2,1
0,2017,4104,,,1,2,1
13962.264150943,2017,4105,,,1,2,1
47.528517110266,2017,4106,,,1,2,1
571.53063046973,2017,4107,,,1,2,1
0,2017,4201,,,1,2,1
49.03563255966,2017,4202,,,1,2,1
218.95527056616,2017,4203,,,1,2,1
273.97260273973,2017,4204,,,1,2,1
282.05684530267,2017,4205,,,1,2,1
561.20659417748,2017,4206,,,1,2,1
701.1393514461,2017,4207,,,1,2,1
49.407114624506,2017,4208,,,1,2,1
0,2017,4209,,,1,2,1
0,2017,4210,,,1,2,1
0,2017,4211,,,1,2,1
0,2017,4212,,,1,2,1
498.62877088008,2017,4213,,,1,2,1
1260.2853869389,2017,4214,,,1,2,1
0,2017,4215,,,1,2,1
90.130689499775,2017,4216,,,1,2,1
243.1906614786,2017,5101,,,1,2,1
251.38260432378,2017,5102,,,1,2,1
981.06319872234,2017,5103,,,1,2,1
0,2017,5104,,,1,2,1
3116.391184573,2017,5105,,,1,2,1
0,2017,5106,,,1,2,1
0,2017,5107,,,1,2,1
0,2017,5108,,,1,2,1
324.80714575721,2017,5109,,,1,2,1
0,2017,5110,,,1,2,1
0,2017,5201,,,1,2,1
0,2017,5202,,,1,2,1
1306.8478829064,2017,5203,,,1,2,1
1156.0693641618,2017,5204,,,1,2,1
1126.8896014659,2017,5205,,,1,2,1
0,2017,5206,,,1,2,1
1566.0592255125,2017,5207,,,1,2,1
307.21966205837,2017,5208,,,1,2,1
157.16210148181,2017,5209,,,1,2,1
411.94644696189,2017,5210,,,1,2,1
0,2017,5211,,,1,2,1
1880.8777429467,2017,5212,,,1,2,1
617.04589278828,2017,5213,,,1,2,1
233.69449755683,2017,5214,,,1,2,1
641.90738193489,2017,5215,,,1,2,1
945.45454545455,2017,5301,,,1,2,1
820.79343365253,2017,5302,,,1,2,1
0,2017,5303,,,1,2,1
176.735218509,2017,5304,,,1,2,1
0,2017,5305,,,1,2,1
0,2017,5306,,,1,2,1
481.69556840077,2017,5307,,,1,2,1
1540.0955921402,2017,5308,,,1,2,1
1375.3877973113,2017,5309,,,1,2,1
0,2017,5310,,,1,2,1
0,2017,5311,,,1,2,1
1111.1111111111,2017,5312,,,1,2,1
0,2017,5313,,,1,2,1
80.256821829856,2017,5314,,,1,2,1
344.53057708872,2017,5315,,,1,2,1
142.95925661187,2017,6101,,,1,2,1
641.8168353493,2017,6102,,,1,2,1
0,2017,6103,,,1,2,1
0,2017,6104,,,1,2,1
5683.5443037975,2017,6105,,,1,2,1
0,2017,6106,,,1,2,1
0,2017,6107,,,1,2,1
265.60424966799,2017,6108,,,1,2,1
0,2017,6109,,,1,2,1
188.56065367693,2017,6110,,,1,2,1
148.58841010401,2017,6111,,,1,2,1
0,2017,6112,,,1,2,1
125.47051442911,2017,6113,,,1,2,1
610.41292639138,2017,6114,,,1,2,1
0,2017,6115,,,1,2,1
694.2889137738,2017,6201,,,1,2,1
406.19446560041,2017,6202,,,1,2,1
53.753807561369,2017,6203,,,1,2,1
2522.5642212451,2017,6204,,,1,2,1
0,2017,6205,,,1,2,1
1379.6384395814,2017,6206,,,1,2,1
338.72788859616,2017,6207,,,1,2,1
269.39655172414,2017,6208,,,1,2,1
48.614487117161,2017,6209,,,1,2,1
0,2017,6210,,,1,2,1
199.46808510638,2017,6211,,,1,2,1
0,2017,6212,,,1,2,1
0,2017,6213,,,1,2,1
0,2017,6214,,,1,2,1
48.496605237633,2017,6215,,,1,2,1
0,2017,6216,,,1,2,1
38.21169277799,2017,6217,,,1,2,1
0,2017,6218,,,1,2,1
481.50025342119,2017,6219,,,1,2,1
230.54755043228,2017,6220,,,1,2,1
0,2017,6221,,,1,2,1
39.556962025316,2017,7101,,,1,2,1
693.68382621395,2017,7102,,,1,2,1
0,2017,7103,,,1,2,1
617.82877316858,2017,7104,,,1,2,1
630.73394495413,2017,7105,,,1,2,1
0,2017,7106,,,1,2,1
1126.5231052188,2017,7107,,,1,2,1
437.54972155927,2017,7108,,,1,2,1
2238.4082430272,2017,7109,,,1,2,1
369.78341257264,2017,7110,,,1,2,1
3965.7853810264,2017,7111,,,1,2,1
769.23076923077,2017,7112,,,1,2,1
3438.8432981633,2017,7113,,,1,2,1
192.86403085824,2017,7201,,,1,2,1
0,2017,7202,,,1,2,1
685.76038725292,2017,7203,,,1,2,1
0,2017,7204,,,1,2,1
499.58368026644,2017,7205,,,1,2,1
118.43663639953,2017,7206,,,1,2,1
30.660738923808,2017,7207,,,1,2,1
590.05338578252,2017,7208,,,1,2,1
2270.0119474313,2017,7209,,,1,2,1
96.774193548387,2017,7210,,,1,2,1
0,2017,7211,,,1,2,1
104.18837257762,2017,7212,,,1,2,1
27.570995312931,2017,7213,,,1,2,1
0,2017,8101,,,1,2,1
84.638171815489,2017,8102,,,1,2,1
75.329566854991,2017,8103,,,1,2,1
0,2017,8104,,,1,2,1
0,2017,8105,,,1,2,1
473.48484848485,2017,8106,,,1,2,1
319.65903036761,2017,8107,,,1,2,1
216.95594125501,2017,8108,,,1,2,1
0,2017,8109,,,1,2,1
0,2017,8110,,,1,2,1
93.69875849145,2017,8111,,,1,2,1
0,2017,8112,,,1,2,1
0,2017,8113,,,1,2,1
0,2017,8114,,,1,2,1
25.879917184265,2017,8115,,,1,2,1
0,2017,8116,,,1,2,1
52.624654650704,2017,8117,,,1,2,1
74.101519081141,2017,8118,,,1,2,1
458.98852528687,2017,8119,,,1,2,1
0,2017,8120,,,1,2,1
148.73574615766,2017,8121,,,1,2,1
0,2017,8122,,,1,2,1
1155.1942261028,2017,,CZ0100,,1,2,1
216.80908047443,2017,,CZ0201,,1,2,1
1200.1548586914,2017,,CZ0202,,1,2,1
370.14654781689,2017,,CZ0203,,1,2,1
710.28037383178,2017,,CZ0204,,1,2,1
1385.0920357208,2017,,CZ0205,,1,2,1
508.5529357374,2017,,CZ0206,,1,2,1
29.806259314456,2017,,CZ0207,,1,2,1
393.93577653098,2017,,CZ0208,,1,2,1
16.965447039529,2017,,CZ0209,,1,2,1
0,2017,,CZ020A,,1,2,1
494.69964664311,2017,,CZ020B,,1,2,1
532.4298160697,2017,,CZ020C,,1,2,1
288.82762242353,2017,,CZ0311,,1,2,1
41.476565740357,2017,,CZ0312,,1,2,1
45.004500450045,2017,,CZ0313,,1,2,1
232.6934264107,2017,,CZ0314,,1,2,1
6210.3594080338,2017,,CZ0315,,1,2,1
475.82794061667,2017,,CZ0316,,1,2,1
621.85763429479,2017,,CZ0317,,1,2,1
251.41420490258,2017,,CZ0321,,1,2,1
112.64885741873,2017,,CZ0322,,1,2,1
1496.1700909156,2017,,CZ0323,,1,2,1
86.505190311419,2017,,CZ0324,,1,2,1
0,2017,,CZ0325,,1,2,1
256.55644241733,2017,,CZ0326,,1,2,1
197.04433497537,2017,,CZ0327,,1,2,1
3992.9015084295,2017,,CZ0411,,1,2,1
758.59537501529,2017,,CZ0412,,1,2,1
486.61800486618,2017,,CZ0413,,1,2,1
29.228371005456,2017,,CZ0421,,1,2,1
237.62785411716,2017,,CZ0422,,1,2,1
151.38408304498,2017,,CZ0423,,1,2,1
377.90697674419,2017,,CZ0424,,1,2,1
186.50192330108,2017,,CZ0425,,1,2,1
413.13778145011,2017,,CZ0426,,1,2,1
1258.974092186,2017,,CZ0427,,1,2,1
185.09378084896,2017,,CZ0511,,1,2,1
616.84119925405,2017,,CZ0512,,1,2,1
2613.9601139601,2017,,CZ0513,,1,2,1
148.50566177836,2017,,CZ0514,,1,2,1
1205.0168046561,2017,,CZ0521,,1,2,1
1278.3364581558,2017,,CZ0522,,1,2,1
85.836909871245,2017,,CZ0523,,1,2,1
357.432981316,2017,,CZ0524,,1,2,1
568.18181818182,2017,,CZ0525,,1,2,1
299.24538121259,2017,,CZ0531,,1,2,1
1026.2345679012,2017,,CZ0532,,1,2,1
837.08145927036,2017,,CZ0533,,1,2,1
216.69493122291,2017,,CZ0534,,1,2,1
394.25513939735,2017,,CZ0631,,1,2,1
5119.7263397948,2017,,CZ0632,,1,2,1
119.40298507463,2017,,CZ0633,,1,2,1
86.345133834957,2017,,CZ0634,,1,2,1
258.71766029246,2017,,CZ0635,,1,2,1
559.05792791721,2017,,CZ0641,,1,2,1
53.763440860215,2017,,CZ0642,,1,2,1
37.47925255662,2017,,CZ0643,,1,2,1
1426.2140499764,2017,,CZ0644,,1,2,1
546.60258222599,2017,,CZ0645,,1,2,1
277.93218454697,2017,,CZ0646,,1,2,1
188.56806128462,2017,,CZ0647,,1,2,1
693.93718042367,2017,,CZ0711,,1,2,1
969.96931170539,2017,,CZ0712,,1,2,1
398.4544795943,2017,,CZ0713,,1,2,1
1442.4111948332,2017,,CZ0714,,1,2,1
3260.3841000447,2017,,CZ0715,,1,2,1
472.75114904793,2017,,CZ0721,,1,2,1
228.08409361365,2017,,CZ0722,,1,2,1
104.90177379363,2017,,CZ0723,,1,2,1
373.7511679724,2017,,CZ0724,,1,2,1
30.911901081917,2017,,CZ0801,,1,2,1
321.20575699549,2017,,CZ0802,,1,2,1
121.00956551804,2017,,CZ0803,,1,2,1
8.6199465563314,2017,,CZ0804,,1,2,1
29.985007496252,2017,,CZ0805,,1,2,1
458.59872611465,2017,,CZ0806,,1,2,1
951.65628918348,2016,,CZ0100,,1,2,1
155.52099533437,2016,,CZ0201,,1,2,1
1340.9453000531,2016,,CZ0202,,1,2,1
375.73805689748,2016,,CZ0203,,1,2,1
521.89409368635,2016,,CZ0204,,1,2,1
859.01027077498,2016,,CZ0205,,1,2,1
413.22314049587,2016,,CZ0206,,1,2,1
30.349013657056,2016,,CZ0207,,1,2,1
933.55965082444,2016,,CZ0208,,1,2,1
41.135335252982,2016,,CZ0209,,1,2,1
0,2016,,CZ020A,,1,2,1
594.67174119886,2016,,CZ020B,,1,2,1
319.96062023136,2016,,CZ020C,,1,2,1
295.93758407318,2016,,CZ0311,,1,2,1
1426.7990074442,2016,,CZ0312,,1,2,1
75.131480090158,2016,,CZ0313,,1,2,1
176.33228840125,2016,,CZ0314,,1,2,1
1030.6553911205,2016,,CZ0315,,1,2,1
499.51969260327,2016,,CZ0316,,1,2,1
159.46843853821,2016,,CZ0317,,1,2,1
168.77637130802,2016,,CZ0321,,1,2,1
128.92828364222,2016,,CZ0322,,1,2,1
965.05337037579,2016,,CZ0323,,1,2,1
109.57703265396,2016,,CZ0324,,1,2,1
0,2016,,CZ0325,,1,2,1
2142.6474904608,2016,,CZ0326,,1,2,1
149.4396014944,2016,,CZ0327,,1,2,1
2364.765001478,2016,,CZ0411,,1,2,1
207.8239608802,2016,,CZ0412,,1,2,1
336.2885967594,2016,,CZ0413,,1,2,1
378.89828038473,2016,,CZ0421,,1,2,1
207.90020790021,2016,,CZ0422,,1,2,1
174.88250081976,2016,,CZ0423,,1,2,1
862.44701067095,2016,,CZ0424,,1,2,1
399.43609022556,2016,,CZ0425,,1,2,1
311.72069825436,2016,,CZ0426,,1,2,1
1443.3636648886,2016,,CZ0427,,1,2,1
2363.184079602,2016,,CZ0511,,1,2,1
425.1576015247,2016,,CZ0512,,1,2,1
2724.3243243243,2016,,CZ0513,,1,2,1
390.47973224247,2016,,CZ0514,,1,2,1
1214.9454938837,2016,,CZ0521,,1,2,1
1797.4421016246,2016,,CZ0522,,1,2,1
268.88291371303,2016,,CZ0523,,1,2,1
1050.385688495,2016,,CZ0524,,1,2,1
869.26684204506,2016,,CZ0525,,1,2,1
356.20052770449,2016,,CZ0531,,1,2,1
598.80239520958,2016,,CZ0532,,1,2,1
830.39758429794,2016,,CZ0533,,1,2,1
558.07794173288,2016,,CZ0534,,1,2,1
285.95939376609,2016,,CZ0631,,1,2,1
6948.7802058041,2016,,CZ0632,,1,2,1
459.26517571885,2016,,CZ0633,,1,2,1
74.469405485913,2016,,CZ0634,,1,2,1
566.18729475711,2016,,CZ0635,,1,2,1
386.9407496977,2016,,CZ0641,,1,2,1
2138.2360466391,2016,,CZ0642,,1,2,1
76.800702177848,2016,,CZ0643,,1,2,1
600.88931618796,2016,,CZ0644,,1,2,1
664.32570940495,2016,,CZ0645,,1,2,1
255.79081995168,2016,,CZ0646,,1,2,1
95.374344301383,2016,,CZ0647,,1,2,1
364.03349108118,2016,,CZ0711,,1,2,1
1300.7949302351,2016,,CZ0712,,1,2,1
365.58615647087,2016,,CZ0713,,1,2,1
1580.9420682187,2016,,CZ0714,,1,2,1
2808.6731827885,2016,,CZ0715,,1,2,1
634.1656757828,2016,,CZ0721,,1,2,1
69.972011195522,2016,,CZ0722,,1,2,1
172.39727995403,2016,,CZ0723,,1,2,1
675.97034452682,2016,,CZ0724,,1,2,1
337.31984053971,2016,,CZ0801,,1,2,1
305.77223088924,2016,,CZ0802,,1,2,1
224.13793103448,2016,,CZ0803,,1,2,1
43.323802096872,2016,,CZ0804,,1,2,1
52.766470676918,2016,,CZ0805,,1,2,1
614.49176410344,2016,,CZ0806,,1,2,1
1155.1942261028,2017,,,CZ010,1,2,1
385.28035947798,2017,,,CZ020,1,2,1
759.15420319752,2017,,,CZ031,1,2,1
576.2288253263,2017,,,CZ032,1,2,1
1692.1575008135,2017,,,CZ041,1,2,1
380.02596062118,2017,,,CZ042,1,2,1
1254.9997101617,2017,,,CZ051,1,2,1
